"filename","title","solution","feature","role"
"./help/sites-authoring/user-properties.md","Configuring Your Account Environment","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/inbox.md","Your Inbox to manage tasks","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/keyboard-shortcuts.md","Keyboard shortcuts for consoles in AEM","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/select-ui.md","Selecting your user interface in AEM","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/author-environment-tools.md","Authoring - the Environment and Tools in AEM","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/annotations.md","Annotations when editing a content page","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/managing-pages.md","Creating and organizing pages with AEM","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/editing-content.md","Editing the content of pages","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/rich-text-editor.md","Using the Rich Text Editor to Author Content","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/editing-page-properties.md","Editing content page properties","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/publishing-pages.md","Publishing content pages","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/content-fragments.md","Content page authoring with Content Fragments","Experience Manager, Experience Manager Sites","Authoring,Content Fragments","User,Admin,Architect,Developer"
"./help/sites-authoring/experience-fragments.md","Experience Fragments ","Experience Manager, Experience Manager Sites","Authoring,Experience Fragments","User"
"./help/sites-authoring/csv-export.md","Export to CSV","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/default-components.md","Default components","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/mobile.md","Authoring a content page for mobile devices","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/troubleshooting.md","Troubleshooting when authoring in AEM","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/page-authoring-keyboard-shortcuts.md","Keyboard shortcuts when editing content pages","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/best-practices.md","Best practices for using AEM Authoring","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/tags.md","Using Tags","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/templates.md","Creating Page Templates","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/style-system.md","Style System","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/working-with-page-versions.md","Work with content page versions","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/page-diff.md","Page Diff","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/default-components-console.md","Components Console","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/responsive-layout.md","Responsive layout for your content pages","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/content-insights.md","Content Insight","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/creating-accessible-content.md","Creating Accessible Content for Adobe Experience Manager (WCAG 2.1 Conformance)","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/default-components-designmode.md","Configuring default components in Design Mode","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/default-components-foundation.md","Foundation Components","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/scaffolding.md","Scaffolding in Adobe Experience Manager authoring","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/page-analytics-using.md","Seeing page analytics data to gauge the effectiveness of page content","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/projects.md","Projects","Experience Manager, Experience Manager Sites","Authoring,Projects","User,Admin,Architect,Developer"
"./help/sites-authoring/touch-ui-managing-projects.md","Managing Projects","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/task-content.md","Working with Tasks","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/managing-product-information.md","Creative Project and PIM Integration","Experience Manager, Experience Manager Sites","Authoring","User,Admin,Architect,Developer"
"./help/sites-authoring/launches.md","Using Launches to develop content for a future release","Experience Manager, Experience Manager Sites","Authoring,Launches","User,Admin,Architect,Developer"
"./help/sites-authoring/launches-creating.md","Create Launches","Experience Manager, Experience Manager Sites","Authoring,Launches","User,Admin,Architect,Developer"
"./help/sites-authoring/launches-editing.md","Edit Launches","Experience Manager, Experience Manager Sites","Authoring,Launches","User,Admin,Architect,Developer"
"./help/sites-authoring/launches-promoting.md","Promote Launches","Experience Manager, Experience Manager Sites","Authoring,Launches","User,Admin,Architect,Developer"
"./help/sites-authoring/workflows.md","Work with Workflows","Experience Manager, Experience Manager Sites","Authoring,Workflow","User,Admin,Architect,Developer"
"./help/sites-authoring/workflows-applying.md","Apply workflows to content pages","Experience Manager, Experience Manager Sites","Authoring,Workflow","User,Admin,Architect,Developer"
"./help/sites-authoring/workflows-participating.md","Workflow participation","Experience Manager, Experience Manager Sites","Authoring,Workflow","User,Admin,Architect,Developer"
"./help/sites-authoring/projects-with-workflows.md","Working with Project Workflows","Experience Manager, Experience Manager Sites","Authoring,Workflow","User,Admin,Architect,Developer"
"./help/sites-authoring/ci-analyze.md","Analyzing Page Performance","Experience Manager, Experience Manager Sites","Authoring,Integration","User,Admin,Architect,Developer"
"./help/sites-authoring/pa-using.md","Seeing page analytics data to gauge effectiveness of page content","Experience Manager, Experience Manager Sites","Authoring,Integration","User,Admin,Architect,Developer"
"./help/sites-authoring/personalization.md","Personalization and Content Targeting","Experience Manager, Experience Manager Sites","Authoring,Personalization","User,Admin,Architect,Developer"
"./help/sites-authoring/ch-previewing.md","Previewing Pages Using ContextHub Data","Experience Manager, Experience Manager Sites","Authoring,Personalization","User,Admin,Architect,Developer"
"./help/sites-authoring/content-targeting-touch.md","Authoring Targeted Content Using Targeting Mode","Experience Manager, Experience Manager Sites","Authoring,Personalization","User,Admin,Architect,Developer"
"./help/sites-authoring/multisite-support-targeted-content.md","Working with Targeted Content in Multisites","Experience Manager, Experience Manager Sites","Authoring,Personalization,Multi Site Manager","User,Admin,Architect,Developer"
"./help/sites-authoring/technical-multisite-targeted.md","How Multisite Management for Targeted Content is Structured","Experience Manager, Experience Manager Sites","Authoring,Personalization","User,Admin,Architect,Developer"
"./help/sites-authoring/activitylib.md","Managing Activities","Experience Manager, Experience Manager Sites","Authoring,Personalization","User,Admin,Architect,Developer"
"./help/sites-authoring/managing-audiences.md","Managing Audiences","Experience Manager, Experience Manager Sites","Authoring,Personalization","User,Admin,Architect,Developer"
"./help/sites-authoring/offerlib.md","Creating and Managing Offers","Experience Manager, Experience Manager Sites","Authoring,Personalization","User,Admin,Architect,Developer"
"./help/sites-authoring/segmentation-overview.md","Understanding Segmentation when creating a campaign","Experience Manager, Experience Manager Sites","Authoring,Personalization,Integration","User,Admin,Architect,Developer"
"./help/sites-authoring/adobe-campaign.md","Work with Adobe Campaign","Experience Manager, Experience Manager Sites","Authoring,Personalization,Integration","User,Admin,Architect,Developer"
"./help/sites-authoring/campaign.md","Working with Adobe Campaign Classic and Adobe Campaign Standard","Experience Manager, Experience Manager Sites","Authoring,Personalization,Integration","User,Admin,Architect,Developer"
"./help/sites-authoring/target-adobe-campaign.md","Target your Adobe Campaign","Experience Manager, Experience Manager Sites","Authoring,Personalization,Integration","User,Admin,Architect,Developer"
"./help/sites-authoring/adobe-campaign-forms.md","Create Adobe Campaign Forms in Adobe Experience Manager","Experience Manager, Experience Manager Sites","Authoring,Personalization,Integration","User,Admin,Architect,Developer"
"./help/sites-authoring/adobe-campaign-components.md","Integrating with Adobe Campaign components","Experience Manager, Experience Manager Sites","Authoring,Personalization,Integration","User,Admin,Architect,Developer"
"./help/sites-administering/home.md","AEM 6.5 Administering User Guide","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/msm-and-translation.md","Multi Site Manager and Translation","Experience Manager, Experience Manager Sites","Multi Site Manager, Language Copy","Admin"
"./help/sites-administering/asynchronous-jobs.md","Asynchronous Jobs","Experience Manager, Experience Manager Sites","Developing","Developer"
"./help/sites-administering/msm.md","""Reusing Content: Multi Site Manager and Live Copy""","Experience Manager, Experience Manager Sites","Multi Site Manager","Admin"
"./help/sites-administering/msm-livecopy-overview.md","Live Copy Overview Console","Experience Manager, Experience Manager Sites","Multi Site Manager","Admin"
"./help/sites-administering/msm-sync.md","Configuring Live Copy Synchronization","Experience Manager, Experience Manager Sites","Multi Site Manager","Admin"
"./help/sites-administering/msm-livecopy.md","Creating and Synchronizing Live Copies","Experience Manager, Experience Manager Sites","Multi Site Manager","Admin"
"./help/sites-administering/msm-rollout-conflicts.md","MSM Rollout Conflicts","Experience Manager, Experience Manager Sites","Multi Site Manager","Admin"
"./help/sites-administering/troubleshoot-msm.md","Troubleshooting MSM Issues and FAQ","Experience Manager, Experience Manager Sites","Multi Site Manager","Admin"
"./help/sites-administering/msm-best-practices.md","MSM Best Practices","Experience Manager, Experience Manager Sites","Multi Site Manager","Admin"
"./help/sites-administering/translation.md","Translating Content for Multilingual Sites","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-manage.md","Managing Translation Projects","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-rules.md","Identifying Content to Translate","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-prep.md","Preparing Content for Translation","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-lroot-classic.md","Creating a Language Root Using the Classic UI","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-msconf.md","Connecting to Microsoft Translator","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-tic.md","Configuring the Translation Integration Framework","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-wizard.md","Language Copy Wizard","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-enhancements.md","Translation Enhancements","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/tc-bp.md","Translation Best Practices","Experience Manager, Experience Manager Sites","Language Copy","Admin"
"./help/sites-administering/configurations.md","Configurations and the Configuration Browser","Experience Manager, Experience Manager Sites","Configuring","Admin"
"./help/sites-administering/aem-faqs.md","AEM FAQs","Experience Manager, Experience Manager Sites","Configuring","Admin"
"./help/sites-administering/dashboards.md","Dashboards","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/operations-dashboard.md","Operations Dashboard","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/backup-and-restore.md","Backup and Restore","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/data-store-garbage-collection.md","Data Store Garbage Collection","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/jmx-console.md","Monitoring Server Resources Using the JMX Console","Experience Manager, Experience Manager Sites","Developing,Operations","Admin"
"./help/sites-administering/troubleshooting.md","Working with Logs","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/operations-audit-log.md","Audit Log Maintenance in AEM 6","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/rich-text-editor.md","Configure the Rich Text Editor to author content in Adobe Experience Manager.","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/rte-accessible-content.md","Configure Rich Text Editor to create accessible webpages and sites.","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/config-undo.md","Configuring Undo for Page Editing","Experience Manager, Experience Manager Sites","Configuring","Admin"
"./help/sites-administering/configure-rich-text-editor-plug-ins.md","Configure the Rich Text Editor plug-ins","Experience Manager, Experience Manager Sites","Configuring","Admin"
"./help/sites-administering/config-video.md","Configure the Video component","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/bulk-editor.md","The Bulk Editor","Experience Manager, Experience Manager Sites","Configuring","Admin"
"./help/sites-administering/notification.md","Configuring Email Notification","Experience Manager, Experience Manager Sites","Configuring","Admin"
"./help/sites-administering/external-link-checker.md","The Link Checker","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/troubleshoot.md","Troubleshooting Adobe Experience Manager","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/workflows-managing.md","Managing Access to Workflows","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/workflows-starting.md","Starting Workflows","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/workflows.md","Administering Workflows","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/workflows-administering.md","Administering Workflow Instances","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/curl.md","Using cURL with AEM","Experience Manager, Experience Manager Sites","Developing","Developer"
"./help/sites-administering/proxy-jar.md","Proxy Server Tool (proxy.jar)","Experience Manager, Experience Manager Sites","Developing","Developer"
"./help/sites-administering/config-apps.md","Configuring for AEM Apps","Experience Manager, Experience Manager Sites","Configuring","Admin"
"./help/sites-administering/search-forms.md","Configuring Search Forms","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/tools-consoles.md","Tools Consoles","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/reporting.md","Reporting","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/configuring-responsive-layout.md","Configuring Layout Container and Layout Mode","Experience Manager, Experience Manager Sites","Operations","Admin"
"./help/sites-administering/enable-classic-ui-editor.md","Editor","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/enable-classic-ui.md","Enabling Access to Classic UI","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/enable-classic-ui-admin.md","Admin Consoles","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/personalization.md","Personalization","Experience Manager, Experience Manager Sites","Administering,Personalization","Admin"
"./help/sites-administering/client-context.md","Client Context","Experience Manager, Experience Manager Sites","Administering,Personalization","Admin"
"./help/sites-administering/campaigns.md","Campaigns","Experience Manager, Experience Manager Sites","Administering,Personalization","Admin"
"./help/sites-administering/segmentation.md","Configuring Segmentation with ContextHub","Experience Manager, Experience Manager Sites","Administering,Personalization","Admin"
"./help/sites-administering/campaign-segmentation.md","Configuring Segmentation","Experience Manager, Experience Manager Sites","Administering,Personalization","Admin"
"./help/sites-administering/extending-the-design-importer-for-landingpages.md","Extending and Configuring the Design Importer for Landing Pages","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/integrating-landing-pages-with-adobe-analytics.md","Integrating Landing Pages with Adobe Analytics","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/third-party-services.md","Integrating with Third-Party Services","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/salesforce.md","Integrating with Salesforce","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/target.md","Integrating with Adobe Target","Experience Manager, Experience Manager Sites","Administering,Personalization","Admin"
"./help/sites-administering/adobe-learningmanager.md","Integrating with Adobe Learning Manager","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/adobeanalytics.md","Integrating with Adobe Analytics","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/adobeanalytics-connect.md","Connecting to Adobe Analytics and Creating Frameworks","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/adobeanalytics-link.md","Configuring Link Tracking for Adobe Analytics","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/adobeanalytics-mapping.md","Mapping Component Data with Adobe Analytics Properties","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/adobeanalytics-video.md","Configuring Video Tracking for Adobe Analytics","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/scene7-http2faq.md","HTTP2 Delivery of Content FAQ","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/troubleshooting-campaignintegration.md","Troubleshooting the Adobe Campaign Classic Integration","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/sharepoint-connector-licenses.md","SharePoint Connector Licenses, Copyright Notices, and Disclaimers","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/dhtml-viewer-endoflifefaqs.md","DHTML Viewer End-of-Life","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/campaignonpremise.md","Integrating AEM 6.5 with Adobe Campaign Classic","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/related-community-articles.md","Related Community Articles","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/campaignstandard.md","Integrating AEM 6.5 with Adobe Campaign Standard","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/flash-viewers-eol.md","Flash Viewers End-of-Life Notice","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/dtm.md","Integrating with Adobe Dynamic Tag Management","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/opt-in.md","Opting Into Adobe Analytics and Adobe Target","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/aem-as-portal.md","AEM Portals and Portlets","Experience Manager, Experience Manager Sites","Administering","Admin"
"./help/sites-administering/scene7.md","Integrate Adobe Experience Manager with Dynamic Media Classic","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/aem-livefyre-recipes.md","AEM Livefyre Recipes","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/troubleshooting-integration-issues.md","Troubleshooting Integration Issues","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/brightedge.md","Integrating with BrightEdge Content Optimizer","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/catalog-producer.md","Catalog Producer","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/silverpop.md","Integrating with Silverpop Engage","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/campaign.md","Integrating AEM 6.5 with Adobe Campaign","Experience Manager, Experience Manager Sites","Integration","Admin"
"./help/sites-administering/exacttarget.md","Integrating with ExactTarget","Experience Manager, Experience Manager Sites","Integration","Admin"
